Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Price
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude X 4x4,Jeep,2011 Jeep Patriot,2011,172,165,6100
99,87,62,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2011 Kia Sportage,Kia,2011 Kia Sportage,2011,176,168,11600
181,140,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission,2012 Chevrolet Colorado Extended Cab Work Truck 4WD,Chevrolet,2012 Chevrolet Colorado,2012,185,190,16700
217,33,73,Rear-wheel drive,Aston Martin 6.0L 510 hp 420 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2011 Aston Martin V12 Vantage,Aston Martin,2011 Aston Martin V12 Vantage,2011,510,420,147000
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade Luxury,Cadillac,2011 Cadillac Escalade,2011,403,417,16300
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Nissan Xterra X,Nissan,2011 Nissan Xterra,2011,261,281,10700
112,140,181,Rear-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,25,Manual transmission,2012 Chevrolet Colorado Extended Cab Work Truck,Chevrolet,2012 Chevrolet Colorado,2012,185,190,18500
135,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 FX4 SuperCab 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365,19400
143,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320,12100
120,140,181,Rear-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2012 Chevrolet Colorado Crew Cab 2LT,Chevrolet,2012 Chevrolet Colorado,2012,242,242,19400
150,22,234,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 Mercedes-Benz C350 Sport,Mercedes,2010 Mercedes-Benz C-Class,2010,268,258,23800
17,6,252,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,7,7 Speed Automatic,19,Gasoline,26,Automatic transmission,2010 Mercedes-Benz SLK300 AT,Mercedes,2010 Mercedes-Benz SLK-Class,2010,228,221,15000
49,186,240,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2012 Jaguar XKR Convertible,Jaguar,2012 Jaguar XK Convertible,2012,510,461,11000
8,41,55,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler Sport,Jeep,2010 Jeep Wrangler,2010,205,240,18100
183,40,67,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 BMW 550i Sedan AT,BMW,2011 BMW 5 Series Sedan,2011,400,450,32100
105,72,227,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Nissan Titan Crew Cab S,Nissan,2011 Nissan Titan,2011,317,385,12100
71,230,41,Front-wheel drive,Hyundai 3.8L 6 Cylinder 265 hp 262 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Mitsubishi Eclipse GT,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012,265,262,11600
255,192,65,Rear-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2011 Dodge Nitro Detonator,Dodge,2011 Dodge Nitro,2011,260,265,19900
165,70,138,Front-wheel drive,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,TRUE,6,6 Speed Automatic,21,Gasoline,30,Automatic transmission,2012 Ford Edge SEL Turbo,Ford,2012 Ford Edge,2012,240,270,19300
82,70,237,Four-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Chevrolet Silverado 1500 Long Box Work Truck 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010,195,260,15800
8,210,133,All-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,E85,17,Automatic transmission,2012 Dodge Durango SXT AWD,Dodge,2012 Dodge Durango,2012,290,260,15300
120,47,29,Four-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Hyundai Tucson GLS PZEV 4WD,Hyundai,2010 Hyundai Tucson,2010,170,163,11700
85,215,240,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 GMC Sierra 1500 Extended Cab SLE 2WD 5.3L,GMC,2010 GMC Sierra 1500,2010,315,335,11500
200,94,110,Rear-wheel drive,BMW 6.0L 12 cylinder 535hp 550 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2010 BMW 760Li Sedan,BMW,2010 BMW 7 Series,2010,535,550,26400
104,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 BMW 328i Convertible AT,BMW Motorrad,2012 BMW 3 Series Convertible,2012,230,200,11400
37,63,113,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,20,Manual transmission,2011 Toyota FJ Cruiser 4WD,Toyota,2011 Toyota FJ Cruiser,2011,260,271,11700
165,192,41,Front-wheel drive,Mercury 2.5L 4 Cylinder 175 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,23,Gasoline,33,Automatic transmission,2011 Mercury Milan AT,Mercury,2011 Mercury Milan,2011,175,172,6400
193,41,82,Front-wheel drive,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,TRUE,4,4 Speed Automatic,17,Gasoline,26,Automatic transmission,2010 Buick Lucerne CX,Buick,2010 Buick Lucerne,2010,227,237,10400
158,16,217,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Chevrolet Suburban LTZ 1500,Chevrolet,2010 Chevrolet Suburban,2010,320,335,15100
172,19,242,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic,24,Gasoline,31,Automatic transmission,2011 Volkswagen Jetta SE PZEV AT,Volkswagen,2011 Volkswagen Jetta,2011,170,177,17500
183,40,67,Rear-wheel drive,BMW 2.0L 4 Cylinder 240 hp 260 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,23,Gasoline,34,Automatic transmission,2012 BMW 528i Sedan,BMW,2012 BMW 5 Series Sedan,2012,240,260,14000
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2012 Nissan Armada Platinum 4x4 FFV,Nissan,2012 Nissan Armada,2012,317,385,12100
221,81,52,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Infiniti M37,Infiniti,2012 Infiniti M,2012,330,270,19800
24,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 STX SuperCab 6.5-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320,11500
102,72,227,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Nissan Titan King Cab SV FFV,Nissan,2011 Nissan Titan,2011,317,385,13300
156,213,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL SuperCab 8-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,13500
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Ford Flex SEL AWD,Ford,2010 Ford Flex,2010,262,248,12700
195,62,3,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,TRUE,6,6 Speed Manual,17,Gasoline,23,Manual transmission,2010 Subaru Impreza WRX STI Hatchback,Subaru,2010 Subaru Impreza WRX Hatchback,2010,305,290,9900
143,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420,14300
155,151,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2010 Honda Civic EX-L Sedan,Honda,2010 Honda Civic Sedan,2010,140,128,17100
105,128,224,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2012 Ford E-250 Van Commercial,Ford,2012 Ford E-250 Van,2012,225,286,15800
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude X 70th Anniversary 4x4,Jeep,2011 Jeep Patriot,2011,172,165,6600
25,24,8,Rear-wheel drive,Porsche 3.4L 6 Cylinder 320 hp 273 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,26,Manual transmission,2010 Porsche Cayman S,Porsche,2010 Porsche Cayman,2010,320,273,27600
85,215,237,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Chevrolet Silverado 1500 Extended Cab LTZ,Chevrolet,2010 Chevrolet Silverado 1500,2010,315,335,15900
181,22,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission,2010 Chevrolet Colorado LT1 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190,20700
105,72,227,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2010 Nissan Titan Crew Cab SE FFV,Nissan,2010 Nissan Titan,2010,317,385,13200
100,6,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2010 Cadillac Escalade EXT Luxury,Cadillac,2010 Cadillac Escalade EXT,2010,403,417,13600
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu 2LT,Chevrolet,2012 Chevrolet Malibu,2012,169,160,21500
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 Ford Mustang GT Convertible,Ford,2011 Ford Mustang Convertible,2011,412,390,17600
119,47,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,TRUE,7,7 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Infiniti G37 Convertible,Infiniti,2010 Infiniti G37 Convertible,2010,325,267,15200
195,86,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,33,Manual transmission,2011 Honda Accord EX Sedan,Honda,2011 Honda Accord Sedan,2011,190,162,14700
61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Mazda RX-8 Sport AT,Mazda,2011 Mazda RX-8,2011,212,159,13000
200,94,110,Rear-wheel drive,BMW 4.4L 8 cylinder 455hp 515 ft-lbs Turbo Hybrid,TRUE,8,8 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 BMW ActiveHybrid 750Li Sedan,BMW,2011 BMW ActiveHybrid 7 Sedan,2011,455,515,10400
109,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,28,Manual transmission,2011 Chevrolet Camaro Convertible 1LT,Chevrolet,2011 Chevrolet Camaro Convertible,2011,312,278,18400
168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2012 Jaguar XJL Supercharged,Jaguar,2012 Jaguar XJ,2012,470,424,27100
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2011 Hyundai Genesis Coupe 3.8 Grand Touring,Hyundai,2011 Hyundai Genesis Coupe,2011,306,266,16700
254,118,158,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2011 Nissan Versa Sedan 1.6,Nissan,2011 Nissan Versa Sedan,2011,107,111,14700
79,215,240,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 GMC Sierra 1500 Crew Cab Short Box SLT 4WD,GMC,2011 GMC Sierra 1500,2011,315,335,19800
146,58,227,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,17,Automatic transmission,2012 Nissan Titan Crew Cab SV Long Bed 4x4,Nissan,2012 Nissan Titan,2012,317,385,13100
22,60,219,Rear-wheel drive,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,12,Automatic transmission,2011 GMC Savana Passenger 3500 LT,GMC,2011 GMC Savana,2011,324,373,14500
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler  Call Of Duty MW3 Edition,Jeep,2012 Jeep Wrangler,2012,285,260,12900
141,249,108,All-wheel drive,Lamborghini 5.2L 10 cylinder 552 hp 398 ft-lbs,TRUE,6,6 Speed Manual,12,Gasoline,20,Manual transmission,2012 Lamborghini Gallardo Coupe LP 560-4,Lamborghini,2012 Lamborghini Gallardo Coupe,2012,552,398,13100
200,105,249,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,30,Diesel fuel,41,Manual transmission,2010 Volkswagen Golf 4-Door TDI,Volkswagen,2010 Volkswagen Golf 4-Door,2010,140,236,17200
5,33,143,All-wheel drive,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2012 Ford Taurus SEL AWD,Ford,2012 Ford Taurus,2012,263,249,16400
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2010 Honda Civic EX-L Coup,Honda,2010 Honda Civic Coup,2010,140,128,17400
66,123,219,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 172 hp 167 ft-lbs FFV,TRUE,5,5 Speed Manual,22,Gasoline,30,Manual transmission,2010 Chevrolet HHR Panel 2LT,Chevrolet,2010 Chevrolet HHR Panel,2010,172,167,21400
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Saab 9-3 2.0T SportCombi AT,Saab,2010 Saab 9-3 SportCombi,2010,210,221,8800
181,22,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Work Truck AT 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190,17400
188,90,13,Four-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission,2011 Mazda Tribute i Touring 4WD,Mazda,2011 Mazda Tribute,2011,171,171,10300
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,36,Automatic transmission,2011 MINI Cooper Clubman AT,MINI,2011 MINI Clubman,2011,121,114,11200
3,253,201,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,24,Automatic transmission,2012 Honda Pilot LX 4WD,Honda,2012 Honda Pilot,2012,250,253,16300
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,24,Gasoline,33,Automatic transmission,2011 Mazda Mazda3 4-Door i Sport AT,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135,13200
191,216,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 Toyota Camry XLE,Toyota,2010 Toyota Camry,2010,169,167,12200
112,140,181,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT2 5.3L,Chevrolet,2010 Chevrolet Colorado,2010,300,320,21300
77,102,240,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 GMC Sierra 1500 SLE 2WD 5.3L,GMC,2010 GMC Sierra 1500,2010,315,335,12500
165,70,138,Front-wheel drive,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,27,Automatic transmission,2012 Ford Edge SEL,Ford,2012 Ford Edge,2012,285,253,19400
234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Frontier King Cab PRO-4X,Nissan,2011 Nissan Frontier,2011,261,281,12200
9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Aston Martin DBS Volante Carbon Edition AT,Aston Martin,2012 Aston Martin DBS Volante,2012,510,420,109000
137,190,62,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Volkswagen CC VR6 4Motion Executive,Volkswagen,2010 Volkswagen CC,2010,280,265,17000
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,9,E85,13,Automatic transmission,2010 Nissan Armada Platinum FFV,Nissan,2010 Nissan Armada,2010,317,385,13300
135,213,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XLT SuperCab 8-ft. Bed,Ford,2010 Ford F-150,2010,292,320,17300
92,17,189,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2011 Audi A5 Coupe 2.0 T,Audi,2011 Audi A5 Coupe,2011,211,258,18200
96,228,125,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2011 Chevrolet Camaro Coupe 1SS,Chevrolet,2011 Chevrolet Camaro Coupe,2011,426,420,17700
190,123,234,All-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic,20,Gasoline,27,Automatic transmission,2010 Volvo S40 R-Design AT AWD,Volvo,2010 Volvo S40,2010,227,236,14300
193,212,151,Four-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 Grand Cherokee Laredo 4x4,Grand Cherokee,2012 Jeep Grand Cherokee,2012,290,260,16100
77,60,219,All-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2012 GMC Savana Passenger 1LS 1500 Regular Wheelbase AWD,GMC,2012 GMC Savana,2012,310,334,17800
161,10,214,All-wheel drive,GMC 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 GMC Yukon AWD Denali,GMC,2011 GMC Yukon,2011,403,417,14700
43,39,219,Front-wheel drive,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,30,Manual transmission,2010 Suzuki SX4 Sportback GTS,Suzuki,2010 Suzuki SX4 Sportback,2010,150,140,7400
125,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Cadillac Escalade ESV,Cadillac,2010 Cadillac Escalade ESV,2010,403,417,10000
125,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2010 Cadillac Escalade ESV Premium AWD,Cadillac,2010 Cadillac Escalade ESV,2010,403,417,18400
188,68,97,Front-wheel drive,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2010 Hyundai Santa Fe GLS AT,Hyundai,2010 Hyundai Santa Fe,2010,175,169,13700
134,213,191,Rear-wheel drive,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2011 Lotus Exige S260,Lotus,2011 Lotus Exige,2011,257,174,21600
142,200,90,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Cadillac CTS-V Coupe AT,Cadillac,2011 Cadillac CTS-V Coupe,2011,556,551,19000
77,185,240,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 GMC Sierra 1500 Extended Cab Long Box SLE 4WD,GMC,2010 GMC Sierra 1500,2010,315,335,17900
223,137,64,Front-wheel drive,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,E85,19,Automatic transmission,2012 Buick Lacrosse Premium I Group 3.6L,Buick,2012 Buick Lacrosse,2012,303,264,17200
94,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2012 Mitsubishi Eclipse Spyder SE,Mitsubishi,2012 Mitsubishi Eclipse Spyder,2012,162,162,8900
168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2012 Ford Expedition Limited 4x4,Ford,2012 Ford Expedition,2012,310,365,16000
203,28,57,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,29,Automatic transmission,2011 Dodge Avenger Heat,Dodge,2011 Dodge Avenger,2011,283,260,10100
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,21,Automatic transmission,2010 Ford Ranger Sport AT,Ford,2010 Ford Ranger,2010,207,238,14800
140,187,166,All-wheel drive,Porsche 4.8L 8 cylinder 405 hp 369 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2010 Porsche Cayenne GTS,Porsche,2010 Porsche Cayenne,2010,405,369,25300
226,214,173,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2011 Chevrolet Aveo  LS,Chevrolet,2011 Chevrolet Aveo,2011,108,105,17100
214,23,161,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Volkswagen Routan SEL Premium,Volkswagen,2012 Volkswagen Routan,2012,283,260,17900
